hello;olá
Excellent. His name's Malignius Mortifer. You'll find him somewhere south of Falador.;Excelente. O nome dele é Malignius Mortifer. Você o encontrará em algum lugar ao sul de Faladore.
) Dialogue 142;) Diálogo 142
[player name]! I've been hearing great things about you!;[nome do jogador]! Tenho ouvido ótimas coisas sobre você!
2.17 Opening the gate (when entering);2.17 Abrindo o portão (ao entrar)
Quest transcriptHorror from the DeepIncomplete transcripts;Transcrição da missãoHorror das transcrições DeepIncomplete
You MUST know it was Stanford The Gardener...;Você DEVE saber que foi Stanford, o Jardineiro...
We can afford to take a little bit of time to ensure everyone has resupplied so feel free to come back later if you're not ready yet. Just don't take too long.;Podemos reservar um pouco de tempo para garantir que todos tenham reabastecido, então fique à vontade para voltar mais tarde se ainda não estiver pronto. Só não demore muito.
Piscarilius favour certificate;Certificado de favor de Piscarilius
Hello Apothecary, I've lost that hat you gave me.;Olá Boticário, perdi aquele chapéu que você me deu.
It's good to meet someone so eager to learn.;É bom conhecer alguém tão ansioso para aprender.
Well Aris' crystal ball seems to think otherwise.;Bem, a bola de cristal de Aris parece pensar o contrário.
3.7 Talking To Avan after talking to Boot;3.7 Conversando com Avan depois de falar com Boot
Bervirius notes#Tattered Yellow papyrus;Notas de Bervirius#Papiro amarelo esfarrapado
Oh, if you do find Longramble, I'd appreciate it if you could deliver his order to him. He's requested some tasty tangled toad's legs.;Ah, se você encontrar Longramble, eu agradeceria se você pudesse entregar o pedido a ele. Ele pediu saborosas pernas de sapo emaranhadas.
Do you get into trouble with guards often?;Você costuma ter problemas com os guardas?
3.3 Investigating the stairs;3.3 Investigando as escadas
You need to get good.;Você precisa ficar bom.
Dung will boil Ash's head!;O esterco vai ferver a cabeça de Ash!
Well, now you know. I don't see how it helps us, though.;Bem, agora você sabe. Não vejo como isso nos ajuda, no entanto.
Bar magnet;Barra magnética
A small explosion occurs, knocking the player out.;Ocorre uma pequena explosão, nocauteando o jogador.
If the player still has the parrot;Se o jogador ainda tiver o papagaio
3.6 If Alomone is killed first;3.6 Se Alomone for morta primeiro
Ok, I guess one good turn deserves another.;Ok, acho que uma boa ação merece outra.
So what do you say adventurer? Will you aid me and all of Misthalin in foiling this Zamorakian plot?;Então, o que você diria, aventureiro? Você vai ajudar a mim e a toda Misthalin a frustrar essa conspiração Zamorakiana?
You hand the notes to Sedridor.;Você entrega as notas para Sedridor.
Hagios;Hagios
Not right now, I am a bit busy.;Agora não, estou um pouco ocupado.
Junior Navigator;Navegador Júnior
Make sense of others to understand yourself, you must be able to relate to others, you must use your abilities to progress, you must be aware of;Dê sentido aos outros para compreender a si mesmo, você deve ser capaz de se relacionar com os outros, deve usar suas habilidades para progredir, deve estar ciente de
Well clear off! These are Lord Jovkai's personal tithes.;Bem, vá embora! Estes são os dízimos pessoais de Lord Jovkai.
New taxes? What for?;Novos impostos? Para quê?
2.6.4 Using the second beer on him;2.6.4 Usando a segunda cerveja nele
This page was last modified on 11 January 2023, at 11;Esta página foi modificada pela última vez em 11 de janeiro de 2023, às 11
We needed access to West Ardougne so we needed the support of the king. Once we found out about his hidden worship of Zamorak, it seemed like an obvious lie to tell.;Precisávamos de acesso a Ardonha Ocidental, por isso precisávamos do apoio do rei. Assim que descobrimos sobre sua adoração oculta a Zamorak, parecia uma mentira óbvia de se contar.
5.4 Talking to Felix after placing the weak cell;5.4 Conversando com Felix depois de colocar a cela fraca
8-gallon jug;8-gallon jarro
Can you tell me what happened to the elven king?;Você pode me dizer o que aconteceu com o rei élfico?
Oh, er, hello. What do you want?;Ah, ah, olá. O que você quer?
If the player has completed Romeo & Juliet;Se o jogador completou Romeu e Julieta
So who was the robber?;Então quem era o ladrão?
What can you tell me about his sons?;O que você pode me dizer sobre os filhos dele?
Why? Is she a fugitive? Does she owe you some money or something?;Por que? Ela é uma fugitiva? Ela lhe deve algum dinheiro ou algo assim?
Are you becoming forgetful, [player name]? The Seven Priestly Warriors were the ones who originally blessed the River Salve.;Você está ficando esquecido, [nome do jogador]? Os Sete Guerreiros Sacerdotais foram os que originalmente abençoaram o Rio Salve.
Icyene Graveyard;Cemitério de Icyene
You manage to catch some shrimp.;Você consegue pegar alguns camarões.
3.3 Searching the fountain in the garden;3.3 Procurando a fonte no jardim
Very well, Your Royal Highness.;Muito bem, Sua Alteza Real.
Don't you understand how banking works? I don't have all of your stuff, I have simply been trained to access the place where it is all stored.;Você não entende como funciona o sistema bancário? Não tenho todas as suas coisas, simplesmente fui treinado para acessar o local onde estão todas armazenadas.
Sucker.;Otário.
Yes, I heard there was a bit of drama here and there. Still, that's Kourend for you.;Sim, ouvi dizer que houve um pouco de drama aqui e ali. Ainda assim, isso é Kourend para você.
3.22 Talking to the Boneguard after finishing the wall;3.22 Conversando com o Boneguard depois de terminar a parede
You shouldn't, but we won't help otherwise. We never liked that cat anyway, so what do you say?;Você não deveria, mas não ajudaremos de outra forma. De qualquer forma, nunca gostamos daquele gato, então o que você me diz?
I'm good thanks, bye.;Estou bem, obrigado, tchau.
We need to get to that well. However, the immediate problem is that I'm trapped in this cell.;Precisamos chegar bem a isso. No entanto, o problema imediato é que estou preso nesta cela.
What are you on about? I already pay my taxes.;Do que você está falando? I already pay my taxes.
I have a client from the mainland who's interested in learning a bit more about Kourend. They've asked me to gather some information on the five cities for them.;Tenho um cliente do continente que está interessado em aprender um pouco mais sobre Kourend. Eles me pediram para reunir algumas informações sobre as cinco cidades para eles.
Dallas!;Dallas!
You turn the valve to the left. Beneath your feet you hear the sudden sound of rushing water.;Você vira a válvula para a esquerda. Sob seus pés você ouve o som repentino de água corrente.
Veliaf!;Veliaf!
Enough about him though, we need to focus on Baxtorian Falls. I suggest we travel seperately, we can't be too careful at the moment.;Chega de falar dele, precisamos nos concentrar em Baxtorian Falls. Sugiro que viajemos separadamente, não podemos ter muito cuidado no momento.
Ah, [player name]! Herman told me to expect you. You'll find him in his office by the eastern wall of the Colony.;Ah, [nome do jogador]! Herman me disse para esperar por você. Você o encontrará em seu escritório perto do muro leste da Colônia.
Crabclaw Caves;Cavernas da Garra de Caranguejo
The Menaphites;Os Menafitas
2.7 Talking to Martin Holt after reading Rose's note;2.7 Conversando com Martin Holt depois de ler o bilhete de Rose
I have given the people a voice! You cannot silence us all!;Dei voz ao povo! Você não pode silenciar todos nós!
This isn't exactly the first odd occurrence when it comes to Veos either. A while back I helped him with some strange client of his.;Esta também não é exatamente a primeira ocorrência estranha quando se trata de Veos. Há algum tempo, ajudei-o com um cliente estranho dele.
Through another demon called the Voice of Yama.;Através de outro demônio chamado Voz de Yama.
Sorry. It was just a bit of fun.;Desculpe. Foi apenas um pouco divertido.
What are you doing on my land? You're not the one who keeps leaving all my gates open and letting out all my sheep, are you?;O que você está fazendo na minha terra? Não é você quem fica deixando todos os meus portões abertos e soltando todas as minhas ovelhas, não é?
Sea trolls emerge from the sea;Trolls marinhos emergem do mar
Humph!;Humph!
What are you up to?;O que você está fazendo?
You may now pass.;Agora você pode passar.
It's strange, anyway how are you doing?;É estranho, afinal, como você está?
None at all?;Nenhum?
It was originally going to be called a transmutation machine. But after testing pouletmorph seems more appropriate.;Originalmente seria chamada de máquina de transmutação. Mas depois de testar o pouletmorph parece mais apropriado.
Tassie Slipcast;Slipcast de Tassie
... and Lord Shayzien ordered an investigation into the disappearance of Phileas, but in the end, it turned out he was the one responsible!;... e Lord Shayzien ordenou uma investigação sobre o desaparecimento de Phileas, mas no final descobriu-se que ele era o responsável!
I've no doubt they'll consider me a strong contender. That said, I expect Lord Hosidius will also be considered. On that note, there's a job I have that would be perfect for one with your skills.;Não tenho dúvidas de que me considerarão um forte candidato. Dito isto, espero que Lord Hosidius também seja considerado. Por falar nisso, tenho um trabalho que seria perfeito para alguém com suas habilidades.
I'd like to learn about his descendants. I know they lived in this area.;Eu gostaria de saber mais sobre seus descendentes. Eu sei que eles moravam nesta área.
Okay, I'll get on with it.;Ok, vou continuar com isso.
3.13 Talking to Nung again;3.13 Conversando com Nung novamente
(Non-quest dialogue) Oh that sounds interesting.;(Diálogo fora da missão) Oh, isso parece interessante.
What want you with lord of Kinshra? Speak!;O que você quer com o senhor de Kinshra? Falar!
No way, I'm out of here just as soon as I've packed up my stuff!;De jeito nenhum, vou embora assim que arrumar minhas coisas!
This is quite possibly one of the best opportunities we've ever been given. Ranis Drakan is brother to Lowerniel Drakan himself and is one of the most senior figures in vampyric society.;Esta é possivelmente uma das melhores oportunidades que já tivemos. Ranis Drakan é irmão do próprio Lowerniel Drakan e é uma das figuras mais importantes da sociedade vampírica.
4.1.2 Inspecting the blocked entry after the citizens start mining;4.1.2 Inspecionando a entrada bloqueada após os cidadãos começarem a minerar
We were on the home stretch lad why did we turn back?;Estávamos na reta final, rapaz, por que voltamos?
You add the toxin to the grain, after a few seconds of mixing you can't tell the difference.;Você adiciona a toxina ao grão, depois de alguns segundos de mistura você não percebe a diferença.
Oh, so you want a favour doing as well?;Ah, então você quer um favor também?
2.3.1 Talking to her after requesting to join her;2.3.1 Conversando com ela depois de pedir para se juntar a ela
time to move over to the grindstone.;hora de passar para a pedra de amolar.
Terms of Use;Termos de Uso
Nylocas... I've always hated nylocas.;Nylocas... Sempre odiei nylocas.
1.1 Speaking to Larry at Ardougne Zoo;1.1 Falando com Larry no Zoológico de Ardonha
Alright, how do we reach this ship?;Tudo bem, como chegamos a este navio?
Well... maybe. How much do you know about hunting?;Bem... talvez. Quanto você sabe sobre caça?
I want ye to go clear the Evil Spirit out of the brewin' controls. Use the wrench I gave ye, but get it blessed first.;Quero que você tire o Espírito Maligno dos controles da cerveja. Use a chave inglesa que lhe dei, mas abençoe-a primeiro.
Actually he sold you out for...;Na verdade, ele te vendeu por...
If the player does not have the metal key;Se o jogador não tiver a chave de metal
What about this nylocas that's replaced her?;E essa nylocas que a substituiu?
Weird... What sort of monster charges at someone and then steals a bunch of carrots?;Estranho... Que tipo de monstro ataca alguém e depois rouba um monte de cenouras?
You slice a foot off and place it inside your backpack.;Você corta um pé e o coloca dentro da mochila.
Klarense;Klarense
5.4 Talking to Nickolaus by the camp;5.4 Conversando com Nickolaus no acampamento
It's dangerous, but so what? We're the Myreque, danger is what we do. I say we go for it.;É perigoso, mas e daí? We're the Myreque, danger is what we do. Eu digo que vamos em frente.
No! Now get going.;Não! Agora vá em frente.
For a human like you, I can do it for free!;Para um humano como você, posso fazer isso de graça!
Time to die beast!;Hora de morrer fera!
Razmire said to come and talk to you.;Razmire disse para vir falar com você.
That's a complicated question friend. But yes, of course we are meant to help people.;Essa é uma pergunta complicada amigo. Mas sim, é claro que devemos ajudar as pessoas.
The Dark Altar was the key to Xeric's power. Because of it, he was able to rule Kourend unopposed for nearly a hundred years. His reign was so dark, it became known as the Age of Strife.;O Altar Negro era a chave do poder de Xeric. Por causa disso, ele foi capaz de governar Kourend sem oposição por quase cem anos. Seu reinado foi tão sombrio que ficou conhecido como a Era da Conflito.
So you don't actually know where to find the Trollweiss?;Então você realmente não sabe onde encontrar o Trollweiss?
My b-brains? I... I don't understand...;Meu cérebro? Eu... eu não entendo...
2.16 Using the Black prism on Grish;2.16 Usando o prisma preto em Grish
This page was last modified on 25 May 2022, at 04;Esta página foi modificada pela última vez em 25 de maio de 2022, às 04
5.2 Talking to Ava again;5.2 Conversando com Ava novamente
You don't need to be so secretive with me. Did I not prove myself by freeing Prince Ali?;Você não precisa ser tão reservado comigo. Não provei meu valor ao libertar o príncipe Ali?
The machine hums and shakes.;A máquina zumbe e treme.
You have found a scroll!;Você encontrou um pergaminho!
No, I just can't remember what I am supposed to do.;Não, simplesmente não consigo lembrar o que devo fazer.
Shall I go looking for him as well then?;Devo ir procurá-lo também então?
5 Stagnant water;5 
It is not my place to question why. I only exist to pass on that which she sealed away.;Não cabe a mim questionar o porquê. Eu só existo para transmitir aquilo que ela selou.
... and there we go!;... e lá vamos nós!
During the great war, our forces were decimated by the servants of the Ruinous Powers. To turn the tide, Icthlarin and Amascut sought powerful allies to aid us.;Durante a grande guerra, nossas forças foram dizimadas pelos servos das Potências Ruinosas. Para virar a maré, Icthlarin e Amascut procuraram aliados poderosos para nos ajudar.
I hope that's not too far off.;Espero que isso não esteja muito longe.
Bwahahaha! Burntmeat not give his greatest cooking secret away so easily.;Bwahahaha! Burntmeat não revela seu maior segredo culinário tão facilmente.
After thousands of years... finally, I am no longer her slave.;Depois de milhares de anos... finalmente, não sou mais seu escravo.
Okay, I know the drill, where do I sign up for the trials to join your tribe?;Ok, eu sei o que fazer, onde me inscrevo nos testes para me juntar à sua tribo?
1.2 Talking to Romeo again;1.2 
I suppose so...;Suponho que sim...
And you are speaking in the common tongue. So, what is your point?;E você está falando na língua comum. Então, qual é o seu ponto?
You wouldn't dare!;Você não ousaria!
Icon segment;Segmento de ícone
Ok then, to recap;Ok, então, para recapitular
You are thrown out of the [tribe name] enclave.;Você foi expulso do enclave de [nome da tribo].
(Non-quest dialogue) I don't have one of them.;(Diálogo fora da missão) Eu não tenho um deles.
2.25 Talking to Bedread the bold after sailing in a circle;2.25 Conversando com Bedread the Bold depois de navegar em círculo
I'm no expert on your lands but I should be fine. I just have a few things to gather before I depart.;Não sou especialista em suas terras, mas ficarei bem. Só tenho algumas coisas para reunir antes de partir.
Kill the landlubber!;Mate o marinheiro!
So you're the champ?;Então você é o campeão?
Not to my knowledge, my lord. Your loyal servant, Jones, was still stationed at the mansion, but he would not have acted without instruction.;Não que eu saiba, meu senhor. Seu leal servo, Jones, ainda estava na mansão, mas não teria agido sem instrução.
I've never really been one for looking backwards. I prefer to look ahead.;Nunca fui de olhar para trás. Prefiro olhar para frente.
A device? What was it?;Um dispositivo? O que foi?
Would you please?;Você poderia, por favor?
Moving aroundFollow the path to find the next instructor. Tapping on the ground will walk you to that point. You can also move around by tapping a point on the minimap in the top right corner. Talk to the survival expert to continue the tutorial.;Movendo-se Siga o caminho para encontrar o próximo instrutor. Tocar no chão o levará até esse ponto. Você também pode se mover tocando em um ponto no minimapa no canto superior direito. Fale com o especialista em sobrevivência para continuar o tutorial.
Calm yourself Player, he is telling the truth.;Acalme-se, jogador, ele está falando a verdade.
Mighty treasures that we can't access.;Tesouros poderosos que não podemos acessar.
Zarosian? Like that artefact you found for us?;Zarosiano? Como aquele artefato que você encontrou para nós?
If the player does not have any snake weed;Se o jogador não tiver erva daninha
2.51 Talking to 'Betty' B.Boppin after learning about the jinx;2.51 Conversando com 'Betty' B.Boppin depois de aprender sobre o azar
Speaking of which, myself and the other elders have come to an agreement. For too long, we've been afraid of outsiders, showing them mistrust while our own kind plot against us.;Falando nisso, eu e os outros anciãos chegamos a um acordo. Por muito tempo, tivemos medo de estranhos, demonstrando-lhes desconfiança enquanto nossa própria espécie conspira contra nós.
Right... Anyway, that's not why I'm here. I thought you were looking for the hidden city of Arposandra?;Certo... De qualquer forma, não é por isso que estou aqui. Achei que você estava procurando a cidade escondida de Arposandra?
If the item is Unholy symbol;Se o item for um símbolo profano
Alek Constantine;Alex Constantino
A pattern;Um padrão
You find a Keris partisan in the tent, but you don't have enough room to take it.;Você encontra um guerrilheiro Keris na tenda, mas não tem espaço suficiente para levá-lo.
Drain Pipe;Tubo de drenagem
You search the crate and find an old key hidden at the bottom.;Você vasculha a caixa e encontra uma chave antiga escondida no fundo.
Bedread the bold;Leia o negrito
I'd like a horse, please.;Eu gostaria de um cavalo, por favor.
Nice to meet you Effigy, I'm [player name]. Hold on and I'll see what I can do!;Prazer em conhecê-la, Efígie, meu nome é [nome do jogador]. Espere e verei o que posso fazer!
Could I have an extra-hot kebab please?;Poderia me dar um kebab extra-quente, por favor?
Well I suppose she left Meiyerditch. Can't imagine any free person wanting to stick around here.;Bem, suponho que ela deixou Meiyerditch. Não consigo imaginar nenhuma pessoa livre querendo ficar por aqui.
Let me see.;Deixe-me ver.
To go in the Arboretum.;Para ir no Arboreto.
I think I'll have a go at opening a small casket of runes.;Acho que vou tentar abrir um pequeno caixão de runas.
Very bizarre.;Muito bizarro.
This page was last modified on 10 February 2020, at 03;Esta página foi modificada pela última vez em 10 de fevereiro de 2020, às 03h00.
A group of ancient golems built to guard the Temple of the Eye. They've been keeping the rift under control since we opened it.;Um grupo de golens antigos construídos para proteger o Templo do Olho. Eles têm mantido a fenda sob controle desde que a abrimos.
This door is completely sealed, it is very ornately carved.;Esta porta está completamente selada e muito bem esculpida.
Don't say that around here too loud please, it may catch and then I'd be out of business.;Não diga isso por aqui muito alto, por favor, pode pegar e eu estaria fora do mercado.
If the players does not have secateurs in their inventory;Se os jogadores não tiverem tesouras de podar em seu inventário
Ok, I'll see what I can do.;Ok, vou ver o que posso fazer.
Sarius Guile, your servant. Hang on... Did you send her?;Sarius Guile, seu servo. Espere aí... Você a mandou?
If the player enters 1 or more coins;Se o jogador inserir 1 ou mais moedas
Pleasure doing business with you!;Prazer em fazer negócios com você!
2.9 Talking to Mourner outside Mourner Headquarters after poisoning the stew;2.9 Conversando com Mourner fora da sede do Mourner depois de envenenar o ensopado
(sigh) I suppose so... It just won't be as much fun...;(suspiro) Suponho que sim... Só não será tão divertido...
You take a selection of bars and weapons from the crate.;Você pega uma seleção de barras e armas da caixa.
He does, but does it need to be with his life? Killing is a solution, but maybe it's not the only one.;Ele faz, mas isso precisa ser com a vida dele? Matar é uma solução, mas talvez não seja a única.
Nah, no problems here. I want to ask you about something else.;Não, sem problemas aqui. Quero perguntar a você sobre outra coisa.
The huge spear completely misses the Khazard stronghold!;A enorme lança erra completamente a fortaleza Khazard!
I've just realised that I really don't know very much about them...;Acabei de perceber que realmente não sei muito sobre eles...
I'm afraid you don't have a high enough Construction level to move there. You need to have level 40.;Receio que você não tenha um nível de Construção alto o suficiente para se mudar para lá. Você precisa ter nível 40.
Well you'll just have to make another then. That was the only one I had.;Bem, você só terá que fazer outro então. Esse era o único que eu tinha.
Denulth said that you lost the combination to the equipment room?;Denulth disse que você perdeu a combinação da sala de equipamentos?
Hello again, adventurer. Since you dealt with those horrible cultists, things have vastly improved for us around here!;Olá novamente, aventureiro. Desde que você lidou com aqueles cultistas horríveis, as coisas melhoraram muito para nós por aqui!
20.4 Upon defeating the Bandit champion;20.4 
Let's see now...;Vamos ver agora...
Oh great, another customer. What do you want?;Ah, ótimo, outro cliente. O que você quer?
A warning to ya, too;Um aviso para você também
You're absolutely sure? Not even the slightest thing out of place?;Você tem certeza absoluta? Nem a menor coisa fora do lugar?
Will you join us in our quest to defeat the thralls of Tumeken and reclaim our birthright?;Você se juntará a nós em nossa missão para derrotar os escravos de Tumeken e recuperar nosso direito de nascença?
Captain Malleta;Capitão Malleta
Jhallan? But he was your prisoner!;Jhallan? Mas ele era seu prisioneiro!
2.16 Talking to 'Birds-Eye' Jack after sailing in a circle;2.16 Conversando com Jack 'Birds-Eye' depois de navegar em círculo
I don't know. What are the answers?;Não sei. Quais são as respostas?
Your password is the first line of defence in keeping your account secure.;Sua senha é a primeira linha de defesa para manter sua conta segura.
will not be able to take more than 1000 coins back out with you.;não poderá levar mais de 1.000 moedas com você.
Big High War God! Big High War God!;Grande Deus da Guerra! Grande Deus da Guerra!
That's right... and I'm making some 'stabbers' for Rantz.;Isso mesmo... e estou fazendo alguns 'esfaqueadores' para Rantz.
You wish to charm me with the idea of getting my hands dirty? Well I'm perfectly happy here in Al Kharid. I did all the adventuring I ever wanted to do in my youth.;Você quer me encantar com a ideia de sujar as mãos? Bem, estou perfeitamente feliz aqui em Al Kharid. Eu fiz todas as aventuras que sempre quis fazer na minha juventude.
Do you understand me, adventurer?;Você me entende, aventureiro?
I'm sorry, I'm too busy mining.;Sinto muito, estou muito ocupado minerando.
Giant eagle;Águia gigante
Hey! Nung says no fishies in da big crunchy claws!;Ei! Nung diz que não há peixes nas grandes garras crocantes!
Yes, I'll follow the path.;Sim, seguirei o caminho.
Should you succeed, you will be free of your sins. Should you fail, you will be bathed in fire. You will be bathed in blood.;Se você tiver sucesso, você estará livre dos seus pecados. Se você falhar, será banhado em fogo. Você será banhado em sangue.
Ah yes, it was no easy feat, but I've managed to make some very high quality lumber out of the logs from the redwoods up there.;Ah, sim, não foi uma tarefa fácil, mas consegui fazer madeira de altíssima qualidade com as toras das sequoias lá em cima.
Though I'd like to tell her I'm sorry for calling her a warmongering harpy.;Embora eu queira dizer a ela que sinto muito por chamá-la de harpia belicista.
How did you know?;Como você sabia?
You and your kind, you have spent your years engrossing yourself in culture, in aristocracy. Pretending to be something you're not.;Você e sua espécie passaram seus anos mergulhados na cultura, na aristocracia. Fingindo ser algo que você não é.
Alright, I'll give it a go.;Tudo bem, vou tentar.
With only Viggora's chainmace in the inventory;Com apenas a maça de Viggora no inventário
You give Harold an Asgarnian Ale.;Você dá a Harold uma cerveja Asgarniana.
7.3.7 Trying to bury the corpse before talking to Hamal;7.3.7 Tentando enterrar o cadáver antes de falar com Hamal
3.8.7 Talking to Elena again;3.8.7 Conversando com Elena novamente
But I already spoke to the authorities earlier.;Mas já falei com as autoridades anteriormente.
big hammer.;grande martelo.
Ha! He's an old fashioned kind of gnome and doesn't like visitors much. But I'm sure he'll want to talk about the Old Days.;Ha! Ele é um tipo de gnomo antiquado e não gosta muito de visitantes. Mas tenho certeza de que ele vai querer falar sobre os velhos tempos.
You can help? Do you know of this tomb?;Você pode ajudar? Você conhece esse túmulo?
Yes, I have them with me.;Sim, eu os tenho comigo.
If the player has Cadava berries already;Se o jogador já tiver bagas de Cadava
Yes, yes, very nice. So if I get a pot with a lid, I'll be able to carry bone seeds safely in it?;Sim, sim, muito bom. Então, se eu conseguir um pote com tampa, poderei carregar sementes de ossos nele com segurança?
If you find yourself faced with the PIN keypad and you don't know the PIN, just look on the right-hand side for a button marked 'I don't know it'. Click this button. Your PIN will be deleted (after a delay of a;Se você se deparar com o teclado PIN e não souber o PIN, basta procurar no lado direito um botão marcado como 'Não sei'. Clique neste botão. Your PIN will be deleted (after a delay of a
Oh, did you lose something?;Ah, você perdeu alguma coisa?
Good. Let's get this cell open.;Bom. Vamos abrir esta cela.
Of course, I'll do what I can.;Claro, farei o que puder.
This type of clue will show you which fairy ring code you will need to use to get to the right place to dig.;Este tipo de pista mostrará qual código do anel de fadas você precisará usar para chegar ao lugar certo para cavar.
You need to fire that bowl.;Você precisa acender aquela tigela.
Well, ok then...I'll set about getting this potion as quickly as I can!;Bem, ok então... Vou começar a pegar essa poção o mais rápido que puder!
If you could just stop blowing your own trumpet for a minute...;Se você pudesse parar de tocar sua própria trombeta por um minuto...
Redberry juice;Suco de amora vermelha
You can't leave me here, I'll get killed!;Você não pode me deixar aqui, eu vou morrer!
4.5 Talking to Launa after completing the confusion room;4.5 Conversando com Launa após completar a sala de confusão
3.2.1 Crossing river again without meat;3.2.1 Atravessando o rio novamente sem carne
Not yet, I went back to where that monk was but all I found was a dead body.;Ainda não, voltei para onde aquele monge estava, mas tudo que encontrei foi um cadáver.
You attempt to cut the beanstalk down...;Você tenta cortar o pé de feijão...
Well, at least give me the map like you promised!;Bem, pelo menos me dê o mapa como você prometeu!
Before the God Wars, a settlement of the old empire was found here. The fortress to the east is all that remains on the surface, but there is much still hidden below.;Antes das Guerras dos Deuses, um assentamento do antigo império foi encontrado aqui. A fortaleza a leste é tudo o que resta na superfície, mas ainda há muita coisa escondida abaixo.
Wahey! Nice one. Next question.;Ei! Agradável. Próxima pergunta.
What's wrong?;O que está errado?
If the player has both helmt and armour;Se o jogador tiver elmo e armadura
Stop! You can't confuse me with big words. Just pray the professor doesn't notice.;Parar! Você não pode me confundir com palavras grandes. Apenas reze para que o professor não perceba.
The assassin captured Jhallan!;O assassino capturou Jhallan!
... but using my new goggles, I was able to avoid the acidic attack of the Sourhog and I came out victorious.;... mas usando meus novos óculos consegui evitar o ataque ácido do Sourhog e saí vitorioso.
I'll pretend I didn't hear that. Councillor Hughes' home is on the northern side of Kingstown. Even a fool like you should be able to find it. Don't worry, she's never in.;Vou fingir que não ouvi isso. A casa do vereador Hughes fica no lado norte de Kingstown. Até um tolo como você deveria ser capaz de encontrá-lo. Não se preocupe, ela nunca aparece.
Especially since she devotes herself to the - as the King sees it - cowardly skill of archery rather than the noble skill of melee combat...;Especialmente porque ela se dedica à - na opinião do rei - habilidade covarde do tiro com arco, em vez da nobre habilidade do combate corpo a corpo...
Much of the desert has forgotten the importance of modesty in my absence, but the situation in Menaphos is definitely the most concerning. Let us hope it can soon be rectified.;Grande parte do deserto esqueceu a importância da modéstia na minha ausência, mas a situação em Menaphos é definitivamente a mais preocupante. Esperemos que isso possa ser corrigido em breve.
Errr...what are you saying exactly?;Errr... o que você está dizendo exatamente?
Sliske transforms into the assassin.;Sliske se transforma no assassino.
Lunar Glass? I can do that. I will require a piece of Molten Glass. Return to me when you have some!;Vidro Lunar? Eu posso fazer isso. Vou precisar de um pedaço de vidro fundido. Volte para mim quando tiver algum!
If the player only has the rat's tail and onion;Se o jogador tiver apenas o rabo de rato e a cebola
Hang on, I thought you were looking for your husband.;Espere, pensei que você estava procurando seu marido.
Well, I'm not going back down there until I get a drink buddy! Come see me if you find me a keg, I pay good money!;Bem, não vou voltar lá até conseguir um amigo para beber! Venha me ver se você encontrar um barril para mim, eu pago um bom dinheiro!
I'm afraid not. However, I wonder if Rose herself might be able to help.;Receio que não. No entanto, pergunto-me se a própria Rose poderá ajudar.
Oh f...;Ah, merda...
If your blocks are too big, break them with a chisel or a pick.;Se seus blocos forem muito grandes, quebre-os com um cinzel ou uma picareta.
Oh yeah! It was great! They're kind of spooky, but hey, it was a great do they laid on for us!;Oh sim! Foi ótimo! Eles são meio assustadores, mas ei, foi ótimo que eles fizeram para nós!
This combination is incorrect.;Esta combinação está incorreta.
We don't have all day to stand around chatting;Não temos o dia todo para ficar conversando
That's Amascut alright.;Isso é Amascut, certo.
Unfortunately, she has strengthened her spells lately, and I can no longer will myself to continue building.;Infelizmente, ela fortaleceu seus feitiços ultimamente e não consigo mais continuar construindo.
I don't think I am.;Eu não acho que estou.
6.7 Using the goblin kitchen key on the observatory assistant;6.7 Usando a chave da cozinha goblin no assistente do observatório
Okay, I'm done asking questions. What now?;Ok, parei de fazer perguntas. E agora?
A potion? Sounds like my area of expertise.;Uma poção? Parece minha área de especialização.
Yes! All my uncles are called Ali!;Sim! Todos os meus tios se chamam Ali!
Hello [player name]. How's the adventuring going?;Olá [nome do jogador]. Como vai a aventura?
You can mine dense essence blocks from the mine north east of here. They can be turned into dark essence blocks using the Dark Altar.;Você pode extrair blocos de essência densos da mina a nordeste daqui. Eles podem ser transformados em blocos de essência negra usando o Altar Negro.
Hello again, [player name]! What can I do for you?;Olá de novo, [nome do jogador]! O que posso fazer para você?
Now, we're done here. I'll see you soon, Azzanadra.;Agora, terminamos aqui. Vejo você em breve, Azzanadra.
I'm already paying my taxes though?;Já estou pagando meus impostos?
Hello. I'm looking for the Saviours of Kourend. Do you know where I could find them?;Olá. Estou procurando pelos Salvadores de Kourend. Você sabe onde posso encontrá-los?
Think about it. However this investigation goes, you'll be seen as biased towards the Council. I'm a neutral third party with no ties to the Councillor or the protesters. I'm in an ideal position to help out here.;Pense nisso. Seja qual for o andamento desta investigação, você será visto como tendencioso em relação ao Conselho. Sou um terceiro neutro, sem vínculos com o vereador ou com os manifestantes. Estou em uma posição ideal para ajudar aqui.
Well, ye look like ye might have the right stuff, tell me would ye like te be a pirate?;Bem, parece que você tem as coisas certas, diga-me, você gostaria de ser um pirata?
Naphtha?;Nafta?
If the player does not have the vyre disguise;Se o jogador não tiver o disfarce de vyre
Sabotage? That doesn't sound good.;Sabotar? Isso não parece bom.
If this is the first time the player has entered the portal;Se esta for a primeira vez que o jogador entra no portal
Not yet, but don't bust a gut over it!;Ainda não, mas não se preocupe com isso!
